#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_415J;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the recent changes to [Root.Liege.PrimaryTitle.GetName]'s succession laws be reverted. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que se reviertan los cambios de sucesion recientes en [Root.Liege.PrimaryTitle.GetName]. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415K;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that members of the [Root.Liege.PrimaryTitle.GetAdjective] council be granted positions for life rather than be subject to [Root.Liege.GetHerHis] whims. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que a los miembros del consejo [Root.Liege.PrimaryTitle.GetAdjective] se les concedan puestos de por vida en lugar de estar sujetos a sus caprichos. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415L;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s feudal vassals be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que se reduzcan las obligaciones fiscales y de recaudación impuestas a los vasallos feudales de [Root.Liege.PrimaryTitle.GetName]. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415M;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s tribal vassals be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que se reduzcan las obligaciones fiscales y de recaudación impuestas a los jefes tribales de [Root.Liege.PrimaryTitle.GetName]. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415N;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s cities be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que se reduzcan las obligaciones fiscales y de recaudación impuestas a las ciudades de [Root.Liege.PrimaryTitle.GetName]. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415O;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the tax and levy obligations placed on [Root.Liege.PrimaryTitle.GetName]'s temples be reduced. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que se reduzcan las obligaciones fiscales y de recaudación impuestas a los templos de [Root.Liege.PrimaryTitle.GetName]. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415P;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Seniority. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que la ley de sucesion pase a ser Antiguedad. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415Q;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Primogeniture. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que la ley de sucesion pase a ser Primogenitura. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415R;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Gavelkind. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que la ley de sucesion pase a ser Partes Iguales. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415S;Dear [Root.GetTitledFirstName],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstName], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Feudal Elective. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción están preparados para derrocar a nuestro señor, [Root.Liege.GetTitledFirstName], de rechazar nuestra legítima peticion de que la ley de sucesion pase a ser Electiva. Te pido que te pongas a nuestro lado ahora o que te apartes en caso de que la guerra civil sea necesaria. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415T;Dear [Root.GetTitledFirstName],\nMy faction supporters and I believe the time has come to overthrow [Root.Liege.GetTitledFirstName]. Our forces mobilize as I write this, and so I ask that you either stand with us now or stand aside when the civil war begins. Choose wisely.\n\nWith respect,\n[From.GetTitledName];;;;Estimado [Root.GetTitledFirstName]: \nLos partidarios de mi facción y yo creemos que ha llegado el momento de derrocar a [Root.Liege.GetTitledFirstName]. Nuestras fuerzas se movilizan mientras escribo esto, por lo que les pido que se unan a nosotros ahora o que se hagan a un lado cuando comience la guerra civil. Elija sabiamente. \n\nRespetuosamente, \n [From.GetTitledName];;;;;;;;;x
EVTOPTA_PlusFaction_415;I will stand with [From.GetTitledFirstName] when the time comes;;;;Estaré del lado de [From.GetTitledFirstName] cuando llege la hora;;;;;;;;;x
EVTOPTB_PlusFaction_415;Stand against [Root.Liege.GetTitledFirstName]? Absolutely not!;;;;¿Traicionar a [Root.Liege.GetTitledFirstName]? ¡Por supuesto que no!;;;;;;;;;x
EVTOPTC_PlusFaction_415_prisoner;Alas, I can do nothing from prison;;;;Desgraciadamente, no puedo hacer nada desde la carcel;;;;;;;;;x
EVTOPTC_PlusFaction_415_incapable;Alas, I am not up to such a struggle;;;;Desgraciadamente, no estoy capacitado para tales venturas;;;;;;;;;x
EVTOPTC_PlusFaction_415_child;I am too young to be involved in such matters;;;;Soy demasiado pequeño para mezclarme en estos asuntos;;;;;;;;;x
EVTOPTC_PlusFaction_415_truce;I could not join this, even if I wanted to;;;;No podria unirme, ni aunque quisiera;;;;;;;;;x
EVTDESC_PlusFaction_416;We counted on you to hold to your promise of support, yet here you cling to [Root.Liege.GetTitledFirstName] even as our forces prepare to march. I should have known better than to trust the word of a [GetFromRootInsult]. Others will know of your duplicity, regardless of the outcome.\n\nSigned,\n[From.GetTitledName];;;;Contamos con que mantendrás tu promesa de apoyo, pero aquí te aferras a [Root.Liege.GetTitledFirstName] incluso mientras nuestras fuerzas se preparan para marchar. Debería haberlo sabido mejor que no confiar en la palabra de un [GetFromRootInsult]. Otros sabrán de su cobardia, independientemente del resultado. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_422;[Root.GetTitledFirstName],\nI have gathered together enough support to finally overthrow [Root.Liege.GetTitledFirstName] and place [From.SupportedClaimant.GetBestName] in [Root.Liege.GetHerHis] stead. We would far prefer that [Root.Liege.GetTitledFirstName] surrender [Root.Liege.GetHerHis] title peacefully, but we are prepared to go to war if necessary. I ask that you either stand with us now, or stand aside when the time comes.\n\nWith respect,\n[From.GetTitledName];;;;[Root.GetTitledFirstName], \nHe reunido suficiente apoyo para finalmente derrocar a [Root.Liege.GetTitledFirstName] y colocar [From.SupportedClaimant.GetBestName] en su en lugar. Preferiríamos que [Root.Liege.GetTitledFirstName] entregue el título pacíficamente, pero estamos preparados para ir a la guerra si es necesario. Le pido que se quede con nosotros ahora o se haga a un lado cuando llegue el momento. \n\nCon respeto, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_423;We are told that [FromFrom.GetTitledName] has begun a civil war supporting your claim against [From.GetTitledFirstName] as the rightful ruler of the [FromFrom.SupportedClaimantTitle.GetFullName].;;;;Se nos dice que [FromFrom.GetTitledName] ha comenzado una guerra civil que respalda su reclamo contra [From.GetTitledFirstName] como el gobernante legítimo de [FromFrom.SupportedClaimantTitle.GetFullName].;;;;;;;;;x
EVTOPTA_PlusFaction_423;Of course I will join [FromFrom.GetHerHim]!;;;;¡Por supuesto que me unire!;;;;;;;;;x
EVTOPTB_PlusFaction_423;[FromFrom.GetSheHeCap] is on [FromFrom.GetHerHis] own, I'm afraid;;;;Me temo, que está sol[FromFrom.GetOA];;;;;;;;;x
TT_PlusFaction_440;I will join the rebellion of §Y[pf_attacker.GetTitledFirstName]§!. To arms!;;;;Me unire a la rebelion de §Y[pf_attacker.GetTitledFirstName]§! ¡A las Armas!;;;;;;;;;x
EVTDESC_PlusFaction_450A;The civil war is over and I have won. My loyal supporters are now eagerly expecting the rewards due for their military service. How should I reward them?;La guerre civile est terminée et nous avons gagné. Mes féaux amis attendent maintenant avec impatience la récompense qui leur est due pour leur soutien militaire. Comment dois-je les récompenser ?;The civil war is over and we have won. My loyal supporters are now eagerly expecting the rewards due for their military service. How should I reward them?;;La guerra civil terminó y yo gané. Mis leales seguidores ahora esperan ansiosamente las recompensas debidas por su servicio militar. ¿Cómo debo recompensarlos?;;;;;;;;;x
